exhale            [eks'heil,eg'zeil]    vt. vi. 呼气,发出,发散
exhilarating      [ig'ziləreitiŋ]       a. 令人高兴的，使人兴奋的
exhume            [ig'zu:m]             vt. 掘出,发掘
exodus            ['eksədəs]            n. 大批的离去
exorbitant        [ig'zɔ:bitənt]        a. 过度的,过高的,过分的
expedient         [iks'pi:djənt]        n. 权宜之计,临时手段 a. 权宜的,方便的,有用的
expedite          ['ekspidait]          vt. 加快,促进,派出 a. 畅通的,无阻碍的,迅速的,方便的
expeditious       [ekspi'diʃəs]         a. 迅速的,敏捷的
expound           [iks'paund]           vt. vi. 详细说明,解释
extant            [eks'tænt]            a. 现存的,未毁的
extemporaneous    [ekstempə'reinjə]     a. 无准备的,即席的,临时的
extenuate         [ik'stenju'et]        vt. 减轻,使人原谅
exterminate       [eks'tə:mineit]       vt. 扑灭,消灭,根绝
extol             [iks'tɔl]             vt. 颂扬,称赞,吹捧
extraneous        [eks'treinjəs]        a. 无关系的,外来的
extricate         ['ekstrikeit]         vt. 使解脱,救出
exude             [ig'zu:d]             vt. vi. 流出,(使)渗出
exultant          [ig'zʌltnt]           a. 非常高兴的,欢跃的
eyewitness        ['ai'witnis]          n. 目击者,见证人
facade            [fə'sɑ:d]             n. 正面; 表面
facetious         [fə'si:ʃəs]           a. 滑稽的,爱开玩笑的
facile            ['fæsəl]              a. 温和的,容易的,灵巧的
factious          ['fækʃəs]             a. 好搞派系的,好捣乱的
fallible          ['fæləbl]             a. 易错的,可能犯错的
famish            ['fæmiʃ]              vt. 使挨饿 vi. 饥饿,挨饿
fanatic           [fə'nætik]            n. 狂热,狂热者,盲信 a. 狂热的,盲信的
fanaticism        [fə'nætisizm]         n. 狂热,盲信
farce             [fa:s]                n. 闹剧,滑稽剧,胡闹
fatalism          ['feitəlizəm]          n. 宿命论
fateful           ['feitful]            a. 宿命的,重大的,决定性的
fatuous           ['fætjuəs]            a. 发呆的,愚笨的,自满的
faucet            ['fɔ:sit]             n. 水龙头; 插口
fauna             ['fɔ:nə]              n. 动物群
feign             [fein]                vt. 假装,装作 vi. 作假
ferment           [fə'ment]             vt. 使发酵
fermentation      ['fə:men'teiʃn]       (U) 1 发酵 (作用) 2 骚动,人心的动摇,激动
ferocious         [fə'rəuʃəs]           a. 残忍的,凶猛的
ferret            ['ferət]              n. 白鼬,雪貂,侦探,细带 vt. 用雪貂打猎,搜出,驱出 vi. 搜索
fertilize         ['fə:təlaiz]          v. 使…受精，受粉; 施肥
fervent           ['fə:vənt]            a. 热的,炎热的,热心的
fester            ['festə]              vi. 溃烂,生脓,生脓 vt. 使溃烂 n. 脓疮,溃烂
fetter            ['fetə]               n. 脚镣,羁绊,束缚 vt. 束缚,加脚镣
feud              [fju:d]               n. 不和,封地,争执 vi. 长期不和,长期争斗
feudal            ['fju:dl]             a. 封建(制度)的
fickle            ['fikl]               a. 变幻无常的,浮燥的,薄情的
fictitious        [fik'tiʃəs]           a. 假想的,编造的,虚伪的
fidelity          [fi'deliti]           n. 忠实,诚实,忠诚,保真度
figment           ['figmənt]            n. 虚构的事
figurehead        [figəhed]             n. 装饰船头的人像,破浪神,傀儡领袖
filthy            ['filθi]              a. 污秽的,丑恶的
fin               [fin]                 n. 鳍
finch             [fintʃ]               n. 雀类
fishy             ['fiʃi]               a. 鱼似的,多鱼的,腥臭的,呆滞的
fitful            ['fitful]             a. 断断续续的,一阵阵的,间歇的
fitting           ['fitiŋ]              a. 适宜的 n. 试穿,试衣,装配,装置
flagellum         [flə'dʒeləm]          n. [pl. flagella]鞭毛
flake             [fleik]               n. 薄片 v. 使成薄片; 雪片般落下
flask             [flɑ:sk]              n. 细颈瓶
flay              [flei]                vt. 剥皮,去皮,抢夺
flicker           ['flikə]              n. 闪烁,闪光,颤动 vi. 闪动,闪烁,摇动,扑动翅膀 vt. 使摇曳,使闪烁
flighty           ['flaiti]             a. 轻浮的,轻狂的,心情浮动的
flimsy            ['flimzi]             a. 易坏的,脆弱的,浅薄的 n. 薄纸,描图用薄纸,薄纸稿纸
flint             [flint]               n. 燧石，打火石
flora             ['flɔ:rə]             n. 植物群
flounder          ['flaundə]            vi. 挣扎,折腾,挣扎着前进 n. 挣扎,焦躁,辗转,比目鱼
flout             [flaut]               vt. 嘲笑,愚弄 vi. 表示轻蔑 n. 嘲笑,愚弄,轻视
fluffy            ['flʌfi]              a. 毛绒绒的,蓬松的,愚蠢的
fluster           ['flʌstə]             n. 慌乱,狼狈,混乱,激动 vt. 使酩醉,使慌张,使激动 vi. 混乱
flux              [flʌks]               n. 变迁
foliage           ['fəuliidʒ]           n. 树叶; 植物
foment            [fəu'ment]            vt. 热罨,煽动
forage            ['fɔridʒ]             n. 草料 v. 寻找
forefront         ['fɔ:frʌnt]           n. 最前沿; 中心
foreshorten       [fɔ:'ʃɔ:tn]           v. (绘画中)按照透视法缩短
forestall         [fɔ:'stɔ:l]           vt. 先……一步行动,占先一步,垄断,阻碍
forlorn           [fə'lɔ:n]             a. 孤独的,悲惨的,凄凉的
forsake           [fə'seik]             vt. 放弃,断念,抛弃
forte             [fɔːrt]               n. 1 [one's ~]长处,擅长,优点,拿手好戏2 (C)[剑术]剑腰(剑柄至中央部
forthright        [fɔ:θ'rait]           ad. 直接地,马上,立即a. 直接的,直率的,坦白的,豪爽的 n. 直路
fortitude         ['fɔ:titju:d]         n. 刚毅,坚毅,不屈不挠
fortress          ['fɔ:rtrəs]            n. 城堡,要塞 vt. 筑要塞,以要塞防守
fortuitous        [fɔ:'tju:itəs]        a. 偶然的
fowl              [faul]                n. 鸟,飞禽,家禽 vi. 打鸟
frail             [freil]               a. 脆弱的,虚弱的,意志薄弱的 n. 灯心草篓
fraternal         [frə'tə:nl]           a. 兄弟的,兄弟似的,友爱的
fraught           [frɔ:t]               a. 含有……的,伴着……的,充满……的
fray              [frei]                vi. 磨(损、破)
frenzy            ['frenzi]             n. 狂暴,狂怒
fresco            ['freskəu]            n. 壁画
fret              [fret]                n. 烦躁,磨损,焦急,网状饰物 vi. 烦恼,不满,磨损 vt. 使烦恼,腐蚀,使
frigid            ['fridʒid]            a. 寒冷的,严寒的,冷淡的
frowzy            ['frauzi]             a. 不整洁的,有臭味的,很闷的
frugal            ['fru:gəl]            a. 节俭的,朴素的
fulminate         ['fʌlmə'net]          vt. 使爆发,以严词谴责 vi. 爆炸,怒喝,电闪 n. 雷酸盐,雷汞
fungus            ['fʌŋgəs]             n. [pl. fungi]真菌，菌类植物
fussy             ['fʌsi]               a. 爱挑剔的,难取悦的,易烦恼的
fuzzy             ['fʌzi]               a. 有微毛的,失真的,模糊的
gabble            ['gæbl]               vi. 七嘴八嘴地说,喋喋不休地说 vt. 急促地说 n. 急促不清的话
gainful           ['geinful]            a. 有利益的,唯利是图的
gainsay           [gein'sei]            vt. 否定,反驳
gale              [geil]                n. 狂风,大风,定期租金
gallant           ['gælənt]             a. 英勇的,壮丽的,华丽的
gallop            ['gæləp]              v. (马)飞奔; 疾驰
garb              [ga:b]                n. 打扮,装束 vt. 打扮,穿衣
garner            ['garnə]              n. 谷仓,积蓄 vt. 储存,贮藏
garnish           ['ga:niʃ]             n. 装饰,装饰品 vt. 装饰
gaseous           ['gæsiəs]             a. (含)气体的，气态的
gash              [gæʃ]                 n. 砍得很深的伤口,很深的裂缝 vt. vi. (使)负深伤,划开,砍入很深
gauche            [gəuʃ]                a. 笨拙的,粗鲁的,无礼的
gemstone          ['dʒem`stəun]         n. 经雕琢的宝石
genial            ['dʒi:njəl]           a. 和蔼的,亲切的,友善的
genteel           [dʒen'ti:l]           a. 有教养的,上流的,优雅的
gentility         [dʒen'tiləti]         (U) 假充上流,假装文雅;  假派头
gentry            ['dʒentri]            n. 贵族们
germinate         ['dʒə:mineit]         vi. 发芽,萌芽,开始发育 vt. 使发芽,使发达
gibe              [dʒaib]               vt. vi. 嘲笑 n. 嘲笑
gild              [gild]                vt. 镀金,虚饰,装饰,使有钱
girder            ['gə:də(r)]           n. 主梁
girdle            ['gə:dl]              n. 腰带,围绕物 vt. 以腰带束缚,围绕
gist              [dʒist]               n. 要点,要旨,依据
glacial           ['gleisiəl]           a. 冰期的; 冰河时代的
glaring           ['glεəriŋ]            a. 闪耀的,炫目的,瞪视的
glaze             [gleiz]               n. 釉,上光,光滑面 vt. 装以玻璃,上釉于 vi. 变成为光滑,变呆滞
glean             [gli:n]               vt. vi. 拾落穗,收集
gleeful           ['gli:fl]             a. 愉快的
glossy            ['glɔsi]              a. 平滑的,有光泽的
gnaw              [nɔ:]                 vt. vi. 咬,啃,侵蚀,折磨
gorilla           [gə'rilə]             n. 大猩猩
gourd             [ɡɔ:rd]                n. 葫芦
gradient          ['greidiənt]          n. 梯度
granite           ['grænit]             n. 花岗岩
granular          ['grænjulə(r)]        a. 粒状的
gratify           ['grætifai]           vt. 使满足
gratuitous        [grə'tjuitəs]         a. 免费的,无理由的
gravel            ['grævl]              n. 沙砾，砾石
gravitational     [`grævi'teiʃənəl]     a. 重力的，万有引力的
grazing           ['greiziŋ]            n. 放牧; 牧草
gregarious        [gri'gεəriəs]         a. 社交的,群居的
grievance         ['gri:vəns]           n. 委屈,冤情,苦况
grieved           [gri:vd]              adj. 忧伤
grimly            ['grimli]             adv. 冷酷地
groom             [gru:m]               v. (动物)将…的皮毛弄干净; 使做好准备
grouchy           ['grautʃi]            a. 不高兴的,不平的
grudge            [grʌdʒ]               n. 怨恨,恶意 vt. 怀恨,嫉妒,吝惜
grumble           ['grʌmbl]             n. 怨言,满腹牢骚 vi. 呻吟,抱怨,发牢骚 vt. 喃喃地说出
grumpy            ['grʌmpi]             a. 性情乖戾的,脾气暴躁的
guileless         [gailis]              a. 不狡猾的,诚实的
guise             [gaiz]                n. 外观,伪装 vt. vi. 伪装
gull              [gʌl]                 n. 鸥，海鸥
gush              [gʌʃ]                 n. 涌出,滔滔不绝的讲话 vi. vt. 涌出,迸出,滔滔不绝的讲话
habitually        [hə'bitjuəli]         adv. 习惯地
hackneyed         ['hæknid]             a. 不新奇的,常见的,陈腐的
haggle            ['hægl]               vi. 争论,杀价 vt. 乱砍,乱劈 n. 杀价,讨论,争论
haphazard         ['hæp'hæzəd]          n. 偶然,偶然事件 a. 偶然的,随便的 ad. 偶然地
hardheaded        [hɑ:d'hedid]          a. 冷静的,脚踏实地的,无懈可击的
harry             ['hæri]               vt. 掠夺,使苦恼,骚扰,折磨,侵掠
hatchet           ['hætʃit]             n. 斧头,手斧,战斧
haughty           ['hɔ:ti]              a. 傲慢的,骄傲的,不逊的
headstrong        ['hedstrɔ:ŋ]          a. 顽固的,刚愎的,任性的
hearsay           ['hiəsei]             n. 风闻,传闻 a. 传闻的
heed              [hi:d]                n. 注意; 留心
heedless          ['hi:dlis]            a. 不注意的,不留心的,不谨慎的
heredity          [hi'rediti]           n. 遗传,形质遗传
heresy            ['herəsi]             n. 异端,异教
hew               [hju]                 vt. 砍,砍倒,砍成 vi. 砍,劈,坚持
hideous           ['hidiəs]             a. 丑恶的,可憎的,可怕的
hieratic          [haiə'rætik]          a. 僧侣的，僧侣用的
hieroglyph        ['haiərəglif]         n. 象形文字
hilarious         [hi'leriəs]           a. 喜不自禁的,欢闹的,愉快的
hilarity          [hi'lærəti]           n. 欢闹的心情,欢喜,高兴
hind              [haind]               a. (成对的事物)后面的，在后的
hinterland        ['hintəlænd]          n. 内地，腹地; 内地贸易区
hoarse            [hɔ:s]                a. 沙哑的,嘶哑的,刺耳的
hoax              [həuks]               vt. 欺骗,哄骗,愚弄 n. 愚弄人,恶作剧
homage            ['hɔmidʒ]             n. 尊崇,尊敬,效忠
homing            ['həumiŋ]             a. 归家的,回家的
hominid           ['hɔminid]            n. a. 原始人类(的)
hubbub            ['hʌbʌb]              n. 吵闹声,叫嚷声,呐喊声
hue               [hju:]                n. 颜色; 类型
hummingbird       ['hʌmiŋbə:d]          n. 蜂鸟
hump              [hʌmp]                n. 圆形隆起物,瘤 vi. 隆起成圆丘形,弓起,努力 vt. 使弓起,使努力干
husbandry         ['hʌzbəndri]          n. 农事,耕作,家政
hustle            ['hʌsl]               n. 急速活动,挤,推,拥挤喧嚷 vt. 乱挤活动,硬逼,强夺 vi. 硬挤过去
hydrothermal      [`haidrə'θə:məl]      a. 热液的
hypothesize       [hai'pɔθəsaiz]        vt. 假定; 假设
idiocy            ['idiəsi]             n. 白痴,白痴的行为
idiosyncrasy      ['idiə'sinkrəsi]      n. 特质,特性
idyllic           [ai'dilik]            a. 田园诗的,牧歌的,悠闲的
ignoble           [ig'nəubl]            a. 卑贱的,卑鄙的,不名誉的
ignominious       [ignə'miniəs]         a. 可耻的,不名誉的,下流的
illegible         [i'ledʒəbl]           a. 难辨认的,字迹模糊的
illegitimate      [ili'dʒitiimit]       a. 不法的,非嫡出的,不符合习惯的,不合理的,庶生的 n. 非嫡出子,庶子
illustrious       [i'lʌstriəs]          a. 著名的,辉煌的,明亮的
imagist           ['imədʒist]           a. 意象派的 n. 意象派诗人
imbibe            [im'baib]             vt. 饮,吸取,吸入 vi. 喝,吸收水分
imbue             [im'bju]              vt. 使感染,使蒙受,鼓吹
immobile          [i'moubail]           a. 不动的,不变的,固定的,静止的
immortal          [i'mɔ:tl]             n. 不朽的人物 a. 永远的,不死的,神的
immutable         [i'mju:təbl]          a. 不变的
impale            [im'pel]              vt. 刺穿,使绝望,钉住
impartial         [im'pa:ʃəl]           a. 公平的,不偏不倚的
impassioned       [im'pæʃənd]           a. 感激的,狂热的,热烈的
impassive         [im'pæsiv]            a. 无感情的,冷淡的,不动的,平静的
impeach           [im'pi:tʃ]            vt. 存疑,归咎,弹劾,检举,怀疑
impeccable        [im'pekəbl]           a. 无懈可击的,无缺点的,无瑕疵的,不会做坏事的
impel             [im'pel]              vt. 推动,激励,驱使,逼迫
impending         [im'pendiŋ]           a. 即将发生的，迫近的
impermeable       [im'pə:miəbl]         a. 不可渗透的，不透水的
impersonal        [im'pə:sənl]          a. 冷淡的; 客观的
impertinent       [im'pə:tnənt]         a. 鲁莽的,无礼的,粗鲁的,不恰当的
impervious        [im'pə:viəs]          a. 透不过的,不渗透的,无动于衷的,不受影响的
impetuous         [im'petjuəs]          a. 冲动的,猛烈的,轻率的,急躁的
implicate         ['implikeit]          vt. 含意,暗示,牵连 n. 包含的东西
impressionism     [im'preʃənizəm]       n. 印象主义,印象派,印象批评
imprint           [im'print]            vt. 铭记，牢记 n. 印记，印痕
impropriety       ['imprə'praiəti]      n. 不适当,不得体,不正当的行为,用词不当
improvident       [im'prɔvidənt]        a. 无远见的,浪费的
improvise         ['imprəvaiz]          vt. 即席写作,即席即兴,即席而作
imprudent         [im'pru:dnt]          a. 轻率的,鲁莽的
impudent          ['impjudənt]          a. 鲁莽的,卑鄙的,厚颜无耻的
impunity          [im'pju:niti]         n. 不受惩罚,无事,无患
impure            [im'pjuə]             a. 不纯的,肮脏的,掺杂的,混合的
impurity          [im'pjuəriti]         n. 杂质,不洁,不纯
impute            [im'pju:t]            vt. 归罪,使负责,嫁祸于
inactivate        [in'æktiveit]         vt. 使不活动，使不活跃
inanimate         [in'ænimət]           a. 无生命的; 无生气的
inanity           [i'nænəti]            n. 空虚
incapacitate      ['inkə'pæsə'tet]      vt. 使无能力,使不能胜任,使不适当
incense           ['insens]             n. 香,香气,奉承 vi. 焚香 vt. 用香焚,使发怒
inception         [in'sepʃn]            n. 开端，开始
incessant         [in'sesnt]            a. 不断的,不绝的,无尽的
incessantly       [in'sesntli]          adv. 不断地
incinerate        [in'sinəreit]         v. 焚化
incipient         [in'sipiənt]          a. 起初的,发端的,初期的
incisive          [in'saisiv]           a. 敏锐的,机敏的,锋利的,切入的,激烈的
incite            [in'sait]             vt. 刺激,激励,引诱
incoherent        ['inkəu'hirənt]       a. 不连贯的,语无伦次的
incompatible      ['inkəm'pætəbl]       a. 不相容的,不能并存的,矛盾的
inconceivable     ['inkən'si:vəbl]      a. 不能想像的,想不到的,难信的
incongruity       ['inkən'gruəti]       n. 不调和,不一致,不配合
incongruous       [in'kɔŋgruəs]         a. 不协调的,不一致的,前后不一的
inconspicuous     [`iŋkən'spikjuəs]     a. 不显眼的
inconvenient      [`iŋkən'vi:niənt]     a. 不便的; 让人不舒服的
incorruptible     [inkə'rʌptəbl]        a. 不腐败的,不能收买的,清廉的
incredulity       ['inkrə'djuləti]      n. 深疑,怀疑心
incriminate       [in'krimə'net]        vt. 归罪,使负罪,控告
incubate          ['iŋkjubeit]          v. 孵卵
incursion         [in'kə:ʃn]            n. 袭击，入侵
indecent          [in'di:snt]           a. 下流的,不妥当的
indefatigable     ['indi'fætigəbl]      a. 不知疲倦的,有耐性的
indemnity         [in'demnəti]          n. 赔偿,补偿,保护
indent            [in'dent]             n. 契约,订货单,凹痕 vi. 切割成锯齿状 vt. 缩排,定货,印凹痕 n. 缩进
indigent          ['indidʒənt]          a. 贫乏的,穷困的
indigestion       [`indi'dʒestʃən]      n. 消化不良
indignity         [in'digniti]          n. 侮辱
indolent          ['indələnt]           a. 懒惰的,不痛的
indomitable       [in'dɔmitəbl]         a. 不屈服的,不屈不挠的
ineligible        [in'elidʒəbl]         a. 无被选任资格的,不适任的,不适当的 n. 无被选任资格的人,不合录用
inept             [in'ept]              a. 不适当的,无能的,笨拙的
inert             [i'nə:t]              a. 惰性的,迟钝的,无活力的,呆滞的
infallible        [in'fæləbl]           a. 绝无错误的,绝对可靠的 n. 一贯正确的人
infamous          ['infəməs]            a. 无耻的,不名誉的,声名狼藉的
infancy           ['infənsi]            n. 幼年; (发展或生长的)初期
inflammation      [`inflə'meiʃn]        n. 炎症，发炎)
inflexible        [in'fleksəbl]         a. 不屈曲的,不屈挠的,顽固的
influx            ['inflʌks]            n. 流入,河口,汇集
infrared          [`infrə'red]          a. 红外线的
infuse            [in'fju:z]            vt. 注入,泡出味道,鼓舞 vi. 泡,注
innate            [i'neit]              a. 先天的,天生的
inordinate        [i'nə:dinit]          a. 过度的,紊乱的,无法无天的,过分的
inscribe          [in'skraib]           v. 铭刻; 在某物上写
insinuate         [in'sinjueit]         vt. 巴结,暗示,使潜入
insolent          ['insələnt]           n. 侮慢无乱的人 a. 粗野的,无礼的,侮慢的
instigate         ['instəgeit]          vt. 教唆,怂恿,煽动
instill           [in'stil]             vt. 将<思想、感情等>逐渐灌输给<某人>,灌入<脑子里>,徐徐教导
insufferable      [in'sʌfərəbl]         a. 不可忍受的,忍耐不住的,气人的
insufficient      [`insə'fiʃənt]        a. 不足的，不够的
insular           ['ɪnsələr]            a. 岛的,岛民的,保守的,孤立的,岛特有的
insulin           ['insjulin]           n. 胰岛素
intercede         [intə'si:d]           vi. 仲裁,说情,调解
intercept         ['intə'sept]          n. 截取,妨碍,截距 vt. 拦截,阻止,截取
interject         [intə'dʒekt]          vt. 插嘴,突然插入
interlude         ['intəlu:d]           n. 幕间,幕间时间,过场,穿插,插曲
interplay         ['intəplei]           n. 相互作用，相互影响
intersect         [intə'sekt]           vt. 横断 vi. 交错,相交
intersection      [`intə'sekʃn]         n. 交点; 十字路口
interstellar      [`intə'stelə]         a. 星际的
intoxicate        [in'tɔksikeit]        vt. 使陶醉,醉人
intoxication      [in`tɔksi'keiʃn]      n. 醉，醉酒
intrepid          [in'trepid]           a. 无畏的,勇猛的,豪勇的
intriguing        [in'tri:giŋ]          a. 引起兴趣(或好奇心)的，吸引人的
inure             [in'jur]              vt. 使习惯 vi. 生效
invalidate        [in'vælideit]         vt. 使无效
inverse           [in'və:s]             a. 倒转的,相反的 n. 反白,反色
invertebrate      [in'və:tibreit]       n. 无脊椎动物
invocation        [invə'keiʃən]         n. 祈祷,符咒
invoke            [in'vəuk]             vt. 祈求,恳求,引起,援引,实行
irreconcilable    [i'rekənsailəbl]      a. 不能和解的,不能协调的,矛盾的
irrelevant        [i'reləvənt]          a. 不恰当的,无关系的,不相干的
irrepressible     [iri'presəbl]         a. 镇压不住的,抑制不住的
irreproachable    [iri'proutʃəbl]       a. 不可非难的,无缺点的,无过失的
irresistible      ['iri'zistəbl]        a. 不可抵抗的,不能压制的
irresolute        [i'rezəlu:t]          a. 无决断的,优柔寡断的,踌躇不定的
irreverent        [i'revərənt]          a. 不敬的,不逊的,无礼的
irrevocable       [i'revəkəbl]          a. 不能挽回的,不能取消的,不能变更的
itinerant         [ai'tinərənt]         a. 巡回的 n. 巡回者
jeer              [dʒiə]                n. 嘲笑,讥讽,戏弄 vt. vi. 嘲弄,揶揄,戏弄
jellyfish         ['dʒeli'fiʃ]          n. 水母,海蜇,意志薄弱的人
jolt              [dʒəult]              n. 震摇,摇动,颠簸 vi. 颠簸而行,震摇 vt. 使颠簸,使慌张,猛击
jumble            ['dʒʌmbl]             vi. 搀杂,混杂 vt. 搞乱,使混乱 n. 混乱,薄饼
juncture          ['dʒʌŋktʃə]           n. 接合,连接,接缝
justly            ['dʒʌstli]            ad. 公正地,理由充分地,正当地
ken               [ken]                 n. 视野范围,知识范围,见地
kennel            ['kenl]               n. 狗舍，狗窝
kernel            ['kə:nl]              n. (硬壳果)仁; (谷物去核后的)粒，子
kerosene          ['kerəsi:n]           n. 煤油，火油
kiln              [kiln]                n. (砖、石灰等的)窑，炉
kindle            ['kindl]              vt. 点燃,使着火,引起,照亮 vi. 着火,激动,发亮
kinetic           [ki'netik]            a. 运动的，运动引起的
labyrinth         ['læbərinθ]           n. 迷宫,难解的事物,迷路
lament            [lə'ment]             n. 悲叹,悔恨,悼词,挽歌 vt. 哀悼 vi. 悔恨,悲叹
landmass          ['lændmæs]            n. 地块; 大片陆地
languid           ['læŋgwid]            a. 疲倦的,无力的,阴沉的
languish          ['læŋgwiʃ]            vi. 憔悴,凋萎,苦思
larva             ['lɑ:və]              n. [pl. larvae]幼虫
latent            ['leitnt]             a. 潜在的，隐伏的
laud              [lɔ:d]                n. 赞美,称赞 vt. 赞美,称赞
laudable          ['lɔ:dəbl]            a. 值得赞赏的,值得佩服的,动人的
laureate          ['lɔriət]             n. 戴桂冠的人
laurel            ['lɔrəl]              n. 月桂树,荣誉 vt. 使戴桂冠,授予荣誉
lava              ['lɑ:və]              n. 岩浆，熔岩
leash             [li:ʃ]                n. 拴狗颈之皮带 vt. 以皮带束缚,束缚
ledge             [ledʒ]                n. 突出之部分,暗礁,矿层
leftover          ['leftəuvə]           n. [常pl. ]剩余物，剩饭菜
legible           ['ledʒəbl]            a. 清楚的; 易读的
lethal            ['li:θəl]             a. 致命的 n. 致死因子
lethargy          ['leθədʒi]            n. 死气沉沉
lettuce           ['letis]              n. 生菜; 莴苣
liaison           ['liəzɑ:n]            n. 联络
lichen            ['laikən]             n. 青苔，地衣
limestone         ['laimstəun]          n. 石灰石
limpid            ['limpid]             a. 清澈的,透明的,静止的
lipid             ['lipid]              n. 油脂
listless          ['listlis]            a. 倦怠的,无精打采的,冷漠的
lithe             [laið]                a. 柔软的
lizard            ['lizəd]              n. 蜥蜴
loath             [ləuθ]                a. 不情愿的,勉强的
loathe            [ləuð]                vt. 厌恶,憎恶
locomotion        [`ləukə'məuʃn]        n. 移动; 运动
lubricant         ['lu:brikənt]         n. 润滑剂
lull              [lʌl]                 n. 暂停,间歇,稍息,麻痹 vt. 使平静,哄骗,使安静 vi. 变平静
lumber            ['lʌmbə(r)]           n. 木材，木料
lurk              [lə:k]                n. 潜伏,潜行 vi. 潜藏,潜伏,埋伏
lush              [lʌʃ]                 a. 茂盛的
luster            ['lʌstə]              n. 光彩,荣誉,光泽 vi. 有光泽,发亮 vt. 使发光辉
lusty             ['lʌsti]              a. 健壮的,精力充沛的
luxuriant         [lʌg'zjuəriənt]       a. 繁茂的,丰富的,肥沃的,华丽的
magma             ['mægmə]              n. 岩浆
magnesium         [mæg'ni:ziəm]         n. 镁
maim              [meim]                vt. 使残废,使不能工作,使伤残
malady            ['mælədi]             n. 病,疾病,弊病
malcontent        ['mælkəntent]         a. 抱不平的,不满的,不服的 n. 不满现状的人
malevolent        [mə'levələnt]         a. 有恶意的,坏心肠的
malign            [mə'lain]             a. 有害的,恶性的,有恶意的 vt. 诽谤,说坏话
malleable         ['mæliəbl]            a. 有延展性的,可锻的
mammal            ['mæml]               n. 哺乳动物
mammoth           ['mæməθ]              n. 猛犸象 a. 巨大的
mangle            ['mæŋgl]              vt. 乱砍,损坏,轧布 n. 轧布机
mania             ['meinjə]             n. 狂躁,热衷,狂热
manifold          ['mænəfəuld]          n. 复印本,多种 a. 多种的,有许多部分的,多方面的 vt. 复写,繁殖,增多
mantle            ['mæntl]              n. 覆盖物; 地幔
manure            [mə'njuə]             n. 肥料,粪肥 vt. 施肥于
marked            [mɑ:kt]               a. 显著的; 有记号的
mason             ['meisn]              n. 泥瓦匠
mast              [mɑ:st]               n. 船桅
matchless         ['mætʃləs]            a. 无敌的,无比的
maxim             ['mæksim]             n. 格言,座右铭
maze              [meiz]                n. 迷宫,迷惘 vt. 使迷惘,使混乱,迷失
meager            ['mi:gə(r)]           a. 不足的，贫乏的
meander           [mi'ændə]             n. 河流的曲折,漫步,迂回旅行 vi. 缓慢而弯曲地流动,漫谈 vt. 使蜿蜒
meddle            ['medl]               vi. 干涉,干预,乱搞
mediocre          ['mi:di'əukə]         a. 不好不坏的,通常,平凡的
meditative        ['mediteitiv]         a. 默想的,耽于默想的,冥想的
meek              [mi:k]                a. 温顺的,谦恭的
melodic           [mi'lɔdik]            a. 旋律的，曲调的; 音调优美的
membrane          ['membrein]           n. 薄膜; 细胞膜
menial            ['miniəl]             a. 适合仆人做的,卑微的 n. 仆人
mercantile        ['mə:kəntail]         a. 商业的
meteor            ['mi:tiə:]            n. 流星
meteorite         ['mi:tiərait]         n. 流星，陨石
meteorology       [`mi:tiə'rɔlədʒi]     n. 气象学
methane           ['meθein]             n. 甲烷，沼气
microbe           ['maikrəub]           n. 微生物，细菌
millennium        [mi'leniəm]           n. (pl. millennia)一千年，千禧年
mime              [maim]                vt. 模拟 n. 哑剧; 摹拟表演
mimic             ['mimik]              vt. 模仿
mimicry           ['mimikri]            n. 模仿
miser             ['maizə]              n. 守财奴,吝啬鬼,凿井机
miserly           ['maizəli]            a. 吝啬的,贪婪的
misgiving         [mis'giviŋ]           (U) [常 ~s] [对有关未来之事的] 不安,疑惑,忧虑,缺乏信心[about]
mishap            [mis'hæp]             n. 不幸之事,灾祸,恶运
mitigate          ['mitigeit]           vt. 镇静,缓和,减轻
modeling          ['mɔdliŋ]             n. 立体感(表现法)
modulate          ['mɑ:dʒəleɪt]          vt. 调整,使转调,调制 vi. 转调,调制
moisten           ['mɔisn]              vt. 弄湿 vi. 变潮湿
mollify           ['mɔlifai]            vt. 平息,缓和,减轻,使镇静
molten            ['məultən]            a. 熔化的，熔融的
morbid            ['mɔ:bid]             a. 不健全的,病态的,疾病的,可怕的
moron             ['mɔ:rɔn]             n. 低能者,笨人
mosaic            [məu'zeiik]           n. 马赛克; 镶嵌细工
moth              [mɔ:θ]                n. 蛾
motif             [mou'ti:f]            n. 主题,意念,动机,基本花纹
mottled           ['mɔtld]              a. 有杂色的，斑驳的
muddle            ['mʌdl]               vt. 混合,使微醉,使咬字不清晰 vi. 胡乱对付 n. 困惑,混浊状态
mundane           [mʌn'dein]            a. 世俗的，平凡的
munificent        [mju:'nifisnt]        a. 宽宏的,慷慨的
mural             ['mjuərəl]            n. 壁画，壁饰
musicologist      [`mju:zi'kɔlədʒist]   n. 音乐学者
mutation          [mju:'teiʃən]         n. 变化,转变,元音变化
myriad            ['miriəd]             n. 无数 a. 无数的; 种种的
naturalist        ['nætʃrəlist]         n. 自然主义者，博物学家
nectar            ['nektə(r)]           n. 花蜜
neoclassical      [`ni:əu'klæsikl]      a. 新古典主义的
neolithic         [`ni:ə'liθik]         a. 新石器时代的
neon              ['ni:ɔn]              n. 氖; 霓虹灯
